Date,Impressions,CTR,Clicks,CPC,Cost,ROI,Revenue,Device
2023-01-22,7616818,0.727,5537426,0.752,4164144.352,1.41,5871443.536,Mobile
2023-01-22,9854221,0.443,4365419,2.115,9232861.185,0.79,7293960.336,Desktop
2023-01-23,6905285,0.451,3114283,0.876,2728111.908,1.207,3292831.073,Desktop
2023-01-24,1703880,0.069,117567,1.846,217028.682,1.091,236778.292,Mobile
2023-01-25,5613010,0.692,3884202,1.942,7543120.284,1.401,10567911.518,Desktop
2023-01-25,634549,0.392,248743,0.641,159444.263,1.058,168692.03,Mobile
2023-01-26,9920391,0.211,2093202,0.881,1844110.962,0.954,1759281.858,Desktop
2023-01-27,9185410,0.892,8193385,1.83,14993894.55,1.224,18352526.929,Mobile
2023-01-28,6342828,0.352,2232675,1.839,4105889.325,0.944,3875959.523,Desktop
2023-01-28,5230118,0.59,3085769,1.267,3909669.323,1.014,3964404.694,Mobile
2023-01-29,445776,0.372,165828,1.418,235144.104,1.385,325674.584,Mobile
2023-01-30,9298963,0.773,7188098,0.743,5340756.814,0.92,4913496.269,Mobile
2023-01-30,757061,0.245,185479,1.1,204026.9,1.183,241363.823,Mobile
2023-01-31,5264183,0.148,779099,0.993,773645.307,1.499,1159694.315,Mobile
2023-02-01,7875494,0.138,1086818,1.792,1947577.856,1.253,2440315.054,Mobile
2023-02-02,3699024,0.087,321815,1.908,614023.02,0.966,593146.237,Desktop
2023-02-02,1957378,0.577,1129407,0.574,648279.618,1.105,716348.978,Mobile
2023-02-03,5841255,0.618,3609895,0.521,1880755.295,1.1,2068830.824,Desktop
2023-02-04,3735641,0.473,1766958,1.663,2938451.154,0.979,2876743.68,Desktop
2023-02-05,2149450,0.277,595397,2.117,1260455.449,0.9,1134409.904,Mobile
2023-02-05,5194720,0.14,727260,0.829,602898.54,1.228,740359.407,Mobile
2023-02-06,707850,0.078,55212,0.702,38758.824,1.479,57324.301,Mobile
2023-02-07,4660009,0.212,987921,1.931,1907675.451,1.305,2489516.464,Desktop
2023-02-07,1885210,0.816,1538331,1.909,2936673.879,1.49,4375644.08,Mobile
2023-02-08,551067,0.908,500368,1.864,932685.952,1.287,1200366.82,Mobile
2023-02-09,7556614,0.008,60452,2.209,133538.468,0.894,119383.39,Desktop
2023-02-10,9357980,0.245,2292705,1.583,3629352.015,1.145,4155608.057,Mobile
2023-02-10,2530997,0.85,2151347,1.751,3767008.597,0.917,3454346.883,Mobile
2023-02-11,6972553,0.352,2454338,2.179,5348002.502,1.535,8209183.841,Desktop
2023-02-12,2919530,0.779,2274313,0.529,1203111.577,1.262,1518326.81,Desktop
2023-02-13,577942,0.736,425365,0.245,104214.425,1.326,138188.328,Desktop
2023-02-13,1096016,0.321,351821,2.163,760988.823,1.081,822628.918,Desktop
2023-02-14,9510213,0.814,7741313,0.433,3351988.529,0.758,2540807.305,Desktop
2023-02-15,249185,0.446,111136,0.347,38564.192,1.069,41225.121,Mobile
2023-02-16,8111130,0.242,1962893,2.321,4555874.653,1.38,6287107.021,Mobile
2023-02-16,8883140,0.963,8554463,1.542,13190981.946,1.314,17332950.277,Mobile
2023-02-17,6051630,0.229,1385823,1.489,2063490.447,1.47,3033330.957,Mobile
2023-02-18,7763215,0.903,7010183,1.698,11903290.734,1.167,13891140.287,Desktop
2023-02-18,6161739,0.362,2230549,0.354,789614.346,1.013,799879.332,Mobile
2023-02-19,349571,0.708,247496,2.311,571963.256,1.103,630875.471,Mobile
2023-02-20,5841022,0.639,3732413,1.974,7367783.262,1.543,11368489.573,Mobile
2023-02-21,4292714,0.566,2429676,1.444,3508452.144,0.938,3290928.111,Desktop
2023-02-21,6565903,0.942,6185080,1.959,12116571.72,0.872,10565650.54,Desktop
2023-02-22,9592244,0.379,3635460,0.183,665289.18,1.243,826954.451,Mobile
2023-02-23,1662953,0.363,603651,1.02,615724.02,1.182,727785.792,Mobile
2023-02-24,6173399,0.252,1555696,1.048,1630369.408,1.286,2096655.059,Mobile
2023-02-24,77571,0.897,69581,0.743,51698.683,1.098,56765.154,Desktop
2023-02-25,1444095,0.08,115527,0.661,76363.347,1.382,105534.146,Desktop
2023-02-26,8756281,0.846,7407813,1.498,11096903.874,1.089,12084528.319,Desktop
2023-02-26,858383,0.723,620610,1.673,1038280.53,1.302,1351841.25,Desktop
2023-02-27,1777408,0.251,446129,1.626,725405.754,1.217,882818.803,Mobile
2023-02-28,4341592,0.494,2144746,0.758,1625717.468,0.781,1269685.343,Mobile
2023-03-01,6579387,0.935,6151726,0.449,2762124.974,1.009,2786984.099,Mobile
2023-03-01,4613748,0.346,1596356,1.279,2041739.324,1.195,2439878.492,Desktop
2023-03-02,5614897,0.903,5070251,1.003,5085461.753,1.431,7277295.769,Mobile
2023-03-03,7217100,0.081,584585,1.459,852909.515,1.417,1208572.783,Mobile
2023-03-04,6059079,0.191,1157284,1.809,2093526.756,1.109,2321721.172,Mobile
2023-03-04,5742745,0.876,5030644,2.209,11112692.596,0.799,8879041.384,Desktop
2023-03-05,8231707,0.692,5696341,0.239,1361425.499,1.5,2042138.249,Mobile
2023-03-06,6411314,0.853,5468850,0.398,2176602.3,1.399,3045066.618,Mobile
2023-03-07,9488396,0.457,4336196,0.101,437955.796,1.401,613576.07,Desktop
2023-03-07,9643809,0.512,4937630,2.124,10487526.12,0.792,8306120.687,Desktop
2023-03-08,6178598,0.357,2205759,0.434,957299.406,1.261,1207154.551,Mobile
2023-03-09,295840,0.899,265960,0.381,101330.76,1.198,121394.25,Mobile
2023-03-09,9827509,0.971,9542511,0.724,6908777.964,1.473,10176629.941,Mobile
2023-03-10,2628191,0.231,607112,0.366,222202.992,1.082,240423.637,Desktop
2023-03-11,283241,0.188,53249,0.467,24867.283,1.389,34540.656,Desktop
2023-03-12,1538556,0.02,30771,0.436,13416.156,0.982,13174.665,Desktop
2023-03-12,7067219,0.186,1314502,0.499,655936.498,1.174,770069.449,Mobile
2023-03-13,2569209,0.177,454749,1.12,509318.88,1.541,784860.394,Mobile
2023-03-14,6549628,0.223,1460567,2.258,3297960.286,1.277,4211495.285,Mobile
2023-03-15,5999998,0.875,5249998,2.256,11843995.488,0.867,10268744.088,Desktop
2023-03-15,3224096,0.781,2518018,1.083,2727013.494,1.077,2936993.533,Mobile
2023-03-16,6994768,0.856,5987521,1.544,9244732.424,1.291,11934949.559,Mobile
2023-03-17,3860914,0.147,567554,0.561,318397.794,1.446,460403.21,Mobile
2023-03-17,4486518,0.746,3346942,2.094,7008496.548,0.932,6531918.783,Desktop
2023-03-18,7643842,0.462,3531455,1.322,4668583.51,0.897,4187719.408,Desktop
2023-03-19,4117876,0.355,1461845,1.003,1466230.535,0.795,1165653.275,Mobile
2023-03-20,7090754,0.595,4218998,1.875,7910621.25,0.764,6043714.635,Desktop
2023-03-20,629421,0.223,140360,2.277,319599.72,0.805,257277.775,Mobile
2023-03-21,7699229,0.05,384961,1.921,739510.081,1.532,1132929.444,Desktop
2023-03-22,3524277,0.404,1423807,1.089,1550525.823,1.262,1956763.589,Desktop
2023-03-23,3692949,0.9,3323654,1.993,6624042.422,1.052,6968492.628,Mobile
2023-03-23,2159947,0.993,2144827,0.696,1492799.592,0.898,1340534.034,Mobile
2023-03-24,1493921,0.76,1135379,1.966,2232155.114,1.048,2339298.559,Desktop
2023-03-25,9771017,0.979,9565825,0.734,7021315.55,1.304,9155795.477,Mobile
2023-03-26,1863483,0.375,698806,0.166,116001.796,1.51,175162.712,Mobile
2023-03-26,835076,0.35,292276,1.069,312443.044,1.215,379618.298,Desktop
2023-03-27,7290117,0.418,3047268,1.385,4220466.18,0.93,3925033.547,Mobile
2023-03-28,2649331,0.338,895473,1.42,1271571.66,1.298,1650500.015,Desktop
2023-03-28,5717816,0.461,2635913,2.258,5951891.554,1.532,9118297.861,Desktop
2023-03-29,1043609,0.014,14610,1.815,26517.15,1.369,36301.978,Desktop
2023-03-30,5053458,0.315,1591839,0.198,315184.122,1.126,354897.321,Mobile
2023-03-31,1450842,0.139,201667,1.547,311978.849,1.015,316658.532,Desktop
2023-03-31,7569464,0.677,5124527,0.97,4970791.19,1.306,6491853.294,Mobile
2023-04-01,3183321,0.995,3167404,0.651,2061980.004,0.901,1857843.984,Desktop
2023-04-02,7989751,0.208,1661868,2.253,3744188.604,1.022,3826560.753,Mobile
2023-04-03,40754,0.038,1548,0.91,1408.68,1.419,1998.917,Mobile
2023-04-03,6619444,0.713,4719663,2.327,10982655.801,1.144,12564158.236,Desktop
2023-04-04,3460100,0.239,826963,0.986,815385.518,1.177,959708.755,Desktop
2023-04-05,1885030,0.16,301604,1.489,449088.356,0.894,401484.99,Desktop
2023-04-05,467539,0.156,72936,1.737,126689.832,1.502,190288.128,Mobile
2023-04-06,18462,0.105,1938,1.769,3428.322,1.408,4827.077,Desktop
2023-04-07,8305146,0.955,7931414,0.282,2236658.748,1.201,2686227.156,Mobile
2023-04-08,617581,0.294,181568,2.329,422871.872,1.519,642342.374,Mobile
2023-04-08,470724,0.967,455190,0.115,52346.85,0.9,47112.165,Desktop
2023-04-09,6654657,0.78,5190632,0.608,3155904.256,1.354,4273094.363,Desktop
2023-04-10,5404205,0.468,2529167,2.291,5794321.597,1.002,5805910.24,Mobile
2023-04-11,5919989,0.996,5896309,2.081,12270219.029,0.836,10257903.108,Desktop
2023-04-11,3851854,0.16,616296,1.216,749415.936,1.503,1126372.152,Desktop
2023-04-12,1198756,0.231,276912,2.131,590099.472,1.547,912883.883,Desktop
2023-04-13,4778271,0.455,2174113,1.981,4306917.853,1.255,5405181.906,Desktop
2023-04-14,3050659,0.024,73215,0.501,36680.715,0.869,31875.541,Mobile
2023-04-14,5916440,0.756,4472828,1.489,6660040.892,1.265,8424951.728,Mobile
2023-04-15,7471975,0.214,1599002,1.646,2631957.292,1.007,2650380.993,Desktop
2023-04-16,4715141,0.586,2763072,1.728,4774588.416,1.547,7386288.28,Desktop
2023-04-16,6188305,0.542,3354061,1.964,6587375.804,1.53,10078684.98,Mobile
2023-04-17,7433595,0.484,3597859,1.739,6256676.801,1.395,8728064.137,Mobile
2023-04-18,170280,0.101,17198,2.312,39761.776,1.415,56262.913,Mobile
2023-04-19,5485050,0.716,3927295,0.229,899350.555,1.444,1298662.201,Desktop
2023-04-19,6780724,0.59,4000627,0.818,3272512.886,0.877,2869993.801,Desktop
2023-04-20,2517003,0.259,651903,1.578,1028702.934,0.841,865139.167,Desktop
2023-04-21,8558456,0.238,2036912,0.335,682365.52,0.911,621634.989,Desktop
2023-04-22,4872225,0.291,1417817,0.292,414002.564,1.003,415244.572,Desktop
2023-04-22,8187034,0.39,3192943,1.271,4058230.553,0.908,3684873.342,Desktop
2023-04-23,9300187,0.978,9095582,1.712,15571636.384,1.326,20647989.845,Mobile
2023-04-24,9325713,0.906,8449095,0.63,5322929.85,0.847,4508521.583,Desktop
2023-04-24,4315797,0.673,2904531,1.889,5486659.059,1.272,6979030.323,Mobile
2023-04-25,6483867,0.865,5608544,1.673,9383094.112,0.941,8829491.559,Desktop
2023-04-26,4540508,0.418,1897932,2.042,3875577.144,0.911,3530650.778,Desktop
2023-04-27,9615877,0.985,9471638,1.206,11422795.428,1.518,17339803.46,Desktop
2023-04-27,6822658,0.765,5219333,1.147,5986574.951,1.213,7261715.416,Desktop
2023-04-28,9002161,0.062,558133,0.831,463808.523,1.019,472620.885,Desktop
2023-04-29,8700502,0.604,5255103,1.34,7041838.02,1.16,8168532.103,Desktop
2023-04-30,6849684,0.941,6445552,0.121,779911.792,0.937,730777.349,Mobile
2023-04-30,3953285,0.108,426954,2.165,924355.41,1.288,1190569.768,Mobile
2023-05-01,3728066,0.449,1673901,1.428,2390330.628,1.264,3021377.914,Desktop
2023-05-02,2798395,0.281,786348,1.182,929463.336,1.107,1028915.913,Mobile
2023-05-03,8216150,0.19,1561068,1.574,2457121.032,1.307,3211457.189,Mobile
2023-05-03,1341373,0.66,885306,0.418,370057.908,1.217,450360.474,Mobile
2023-05-04,3896391,0.34,1324772,1.166,1544684.152,1.005,1552407.573,Mobile
2023-05-05,1516092,0.115,174350,1.647,287154.45,0.859,246665.673,Mobile
2023-05-05,6000687,0.999,5994686,2.191,13134357.026,0.963,12648385.816,Mobile
2023-05-06,6932819,0.203,1407362,1.326,1866162.012,1.544,2881354.147,Desktop
2023-05-07,1866440,0.413,770839,1.606,1237967.434,0.9,1114170.691,Desktop
2023-05-08,8282580,0.982,8133493,1.261,10256334.673,1.512,15507578.026,Mobile
2023-05-08,6035750,0.711,4291418,1.224,5252695.632,0.935,4911270.416,Desktop
2023-05-09,7150022,0.361,2581157,0.482,1244117.674,1.186,1475523.561,Desktop
2023-05-10,8145126,0.701,5709733,1.429,8159208.457,1.322,10786473.58,Desktop
2023-05-11,7722122,0.368,2841740,0.139,395001.86,1.351,533647.513,Desktop
2023-05-11,4320127,0.081,349930,0.979,342581.47,1.422,487150.85,Mobile
2023-05-12,1032190,0.657,678148,2.037,1381387.476,1.064,1469796.274,Desktop
2023-05-13,5347635,0.972,5197901,2.002,10406197.802,1.162,12092001.846,Desktop
2023-05-13,8068934,0.158,1274891,1.851,2359823.241,1.081,2550968.924,Desktop
2023-05-14,150323,0.65,97709,1.286,125653.774,1.349,169506.941,Mobile
2023-05-15,8688662,0.755,6559939,2.014,13211717.146,1.312,17333772.896,Desktop
2023-05-16,5801894,0.398,2309153,0.29,669654.37,1.472,985731.233,Desktop
2023-05-16,4592170,0.456,2094029,1.054,2207106.566,1.102,2432231.436,Desktop
2023-05-17,1592129,0.517,823130,0.47,386871.1,0.954,369075.029,Desktop
2023-05-18,2138488,0.285,609469,1.505,917250.845,1.444,1324510.22,Desktop
2023-05-19,3154706,0.812,2561621,1.09,2792166.89,1.424,3976045.651,Mobile
2023-05-19,9145306,0.092,841368,0.255,214548.84,1.287,276124.357,Desktop
2023-05-20,2389869,0.506,1209273,0.297,359154.081,0.861,309231.664,Mobile
2023-05-21,309904,0.471,145964,2.04,297766.56,0.8,238213.248,Mobile
2023-05-22,8547534,0.172,1470175,1.771,2603679.925,1.188,3093171.751,Mobile
2023-05-22,6306916,0.824,5196898,0.738,3835310.724,0.903,3463285.584,Desktop
2023-05-23,4119828,0.421,1734447,0.616,1068419.352,0.887,947687.965,Mobile
2023-05-24,8317401,0.633,5264914,1.282,6749619.748,1.084,7316587.807,Mobile
2023-05-24,3577901,0.277,991078,1.087,1077301.786,1.342,1445738.997,Mobile
2023-05-25,5759650,0.106,610522,1.324,808331.128,1.027,830156.068,Mobile
2023-05-26,7749828,0.52,4029910,1.028,4142747.48,0.946,3919039.116,Desktop
2023-05-27,9106467,0.714,6502017,1.95,12678933.15,1.304,16533328.828,Desktop
2023-05-27,127361,0.468,59604,0.644,38384.976,1.272,48825.689,Mobile
2023-05-28,1390368,0.097,134865,1.767,238306.455,1.522,362702.425,Mobile
2023-05-29,2111908,0.895,1890157,1.397,2640549.329,0.926,2445148.679,Mobile
2023-05-30,9934766,0.265,2632712,1.494,3933271.728,0.964,3791673.946,Desktop
2023-05-30,6914814,0.455,3146240,0.65,2045056.0,1.346,2752645.376,Desktop
2023-05-31,5589243,0.976,5455101,0.194,1058289.594,0.839,887904.969,Mobile
2023-06-01,4456391,0.706,3146212,1.675,5269905.1,1.311,6908845.586,Mobile
2023-06-01,1238402,0.736,911463,0.446,406512.498,1.368,556109.097,Mobile
2023-06-02,2074959,0.999,2072884,1.619,3355999.196,1.11,3725159.108,Mobile
2023-06-03,5260694,0.545,2867078,0.927,2657781.306,1.021,2713594.713,Mobile
2023-06-04,3915754,0.449,1758173,2.321,4080719.533,1.438,5868074.688,Mobile
2023-06-04,6815777,0.003,20447,2.329,47621.063,1.128,53716.559,Desktop
2023-06-05,8277308,0.412,3410250,0.487,1660791.75,0.804,1335276.567,Mobile
2023-06-06,1225612,0.392,480439,1.562,750445.718,1.207,905787.982,Desktop
2023-06-07,5403043,0.134,724007,0.889,643642.223,1.139,733108.492,Mobile
2023-06-07,5563668,0.148,823422,0.838,690027.636,1.012,698307.968,Mobile
2023-06-08,7188405,0.022,158144,1.976,312492.544,0.909,284055.722,Desktop
2023-06-09,7979401,0.04,319176,1.796,573240.096,1.196,685595.155,Mobile
2023-06-10,4761216,0.786,3742315,0.802,3001336.63,1.134,3403515.738,Desktop
2023-06-10,3817100,0.976,3725489,2.18,8121566.02,1.524,12377266.614,Desktop
2023-06-11,2244355,0.61,1369056,0.269,368276.064,0.8,294620.851,Desktop
2023-06-12,4805038,0.417,2003700,1.886,3778978.2,0.772,2917371.17,Mobile
2023-06-12,3399131,0.148,503071,1.869,940239.699,1.051,988191.924,Mobile
2023-06-13,5273495,0.033,174025,2.145,373283.625,1.519,567017.826,Desktop
2023-06-14,6420512,0.432,2773661,0.378,1048443.858,1.495,1567423.568,Desktop
2023-06-15,6971315,0.733,5109973,0.929,4747164.917,1.147,5444998.16,Desktop
2023-06-15,4062725,0.665,2701712,0.316,853740.992,1.079,921186.53,Desktop
2023-06-16,5540411,0.937,5191365,2.072,10756508.28,1.08,11617028.942,Mobile
2023-06-17,8683471,0.559,4854060,1.809,8780994.54,0.751,6594526.9,Desktop
2023-06-18,2400716,0.122,292887,1.612,472133.844,1.539,726613.986,Mobile
2023-06-18,1221873,0.669,817433,0.556,454492.748,0.757,344051.01,Desktop
2023-06-19,9465786,0.293,2773475,1.083,3003673.425,1.495,4490491.77,Mobile
2023-06-20,4725447,0.944,4460821,1.168,5210238.928,1.526,7950824.604,Mobile
2023-06-20,7031042,0.344,2418678,0.409,989239.302,1.511,1494740.585,Mobile
2023-06-21,4971800,0.05,248590,0.108,26847.72,0.883,23706.537,Mobile
2023-06-22,6340833,0.497,3151394,0.509,1604059.546,1.276,2046779.981,Mobile
2023-06-23,7472955,0.412,3078857,1.121,3451398.697,0.888,3064842.043,Desktop
2023-06-23,4378533,0.148,648022,2.116,1371214.552,1.145,1570040.662,Mobile
2023-06-24,4723449,0.511,2413682,2.267,5471817.094,0.914,5001240.824,Desktop
2023-06-25,9760408,0.956,9330950,2.146,20024218.7,1.305,26131605.404,Desktop
2023-06-26,7032212,0.672,4725646,1.959,9257540.514,1.183,10951670.428,Desktop
2023-06-26,2999966,0.841,2522971,1.102,2780314.042,1.181,3283550.884,Desktop
2023-06-27,8449808,0.452,3819313,1.114,4254714.682,1.04,4424903.269,Mobile
2023-06-28,3340410,0.989,3303665,1.94,6409110.1,1.303,8351070.46,Desktop
2023-06-29,5029259,0.71,3570773,1.344,4799118.912,1.229,5898117.143,Desktop
2023-06-29,2051693,0.914,1875247,0.614,1151401.658,0.856,985599.819,Mobile
2023-06-30,8892675,0.207,1840783,0.218,401290.694,1.086,435801.694,Desktop
2023-07-01,1573478,0.67,1054230,1.491,1571856.93,1.325,2082710.432,Mobile
2023-07-01,5938498,0.753,4471688,0.758,3389539.504,1.066,3613249.111,Mobile
2023-07-02,4519092,0.913,4125930,0.856,3531796.08,1.121,3959143.406,Desktop
2023-07-03,2240699,0.911,2041276,1.855,3786566.98,0.858,3248874.469,Mobile
2023-07-04,2570228,0.599,1539566,0.477,734372.982,1.171,859950.762,Desktop
2023-07-04,428743,0.392,168067,1.163,195461.921,1.035,202303.088,Mobile
2023-07-05,2799967,0.127,355595,2.28,810756.6,0.975,790487.685,Desktop
2023-07-06,672454,0.52,349676,1.966,687463.016,1.01,694337.646,Mobile
2023-07-07,9408673,0.004,37634,1.813,68230.442,0.933,63659.002,Desktop
2023-07-07,4955743,0.304,1506545,1.834,2763003.53,1.319,3644401.656,Mobile
2023-07-08,8675616,0.541,4693508,0.378,1774146.024,0.752,1334157.81,Mobile
2023-07-09,5986520,0.85,5088542,0.272,1384083.424,1.085,1501730.515,Mobile
2023-07-09,5482552,0.115,630493,2.032,1281161.776,1.519,1946084.738,Mobile
2023-07-10,4325004,0.868,3754103,0.912,3423741.936,0.988,3382657.033,Mobile
2023-07-11,3013056,0.506,1524606,0.952,1451424.912,0.795,1153882.805,Mobile
2023-07-12,4528691,0.866,3921846,1.572,6165141.912,1.444,8902464.921,Desktop
2023-07-12,8300375,0.78,6474292,1.203,7788573.276,1.35,10514573.923,Desktop
2023-07-13,3752987,0.568,2131696,2.125,4529854.0,1.388,6287437.352,Mobile
2023-07-14,5319055,0.294,1563802,1.119,1749894.438,1.154,2019378.181,Mobile
2023-07-15,7422006,0.187,1387915,1.062,1473965.73,1.079,1590409.023,Mobile
2023-07-15,2198947,0.765,1682194,1.602,2694874.788,0.878,2366100.064,Mobile
2023-07-16,2474471,0.573,1417871,2.129,3018647.359,0.865,2611129.966,Mobile
2023-07-17,3358138,0.545,1830185,0.221,404470.885,0.931,376562.394,Desktop
2023-07-18,8250874,0.355,2929060,1.093,3201462.58,1.058,3387147.41,Desktop
2023-07-18,2573015,0.843,2169051,1.562,3388057.662,0.978,3313520.393,Desktop
2023-07-19,3878836,0.364,1411896,2.04,2880267.84,1.328,3824995.692,Mobile
2023-07-20,8111572,0.721,5848443,0.654,3824881.722,1.393,5328060.239,Mobile
2023-07-20,1377625,0.743,1023575,1.015,1038928.625,1.351,1403592.572,Desktop
2023-07-21,9901651,0.481,4762694,0.734,3495817.396,1.515,5296163.355,Mobile
2023-07-22,4432,0.979,4338,1.954,8476.452,1.087,9213.903,Mobile
2023-07-23,8380616,0.838,7022956,1.146,8048307.576,1.498,12056364.749,Mobile
2023-07-23,8724836,0.573,4999331,0.31,1549792.61,1.322,2048825.83,Mobile
2023-07-24,5394741,0.018,97105,1.714,166437.97,1.282,213373.478,Mobile
2023-07-25,7338529,0.552,4050868,1.419,5748181.692,1.271,7305938.931,Mobile
2023-07-26,2418235,0.558,1349375,1.381,1863486.875,1.09,2031200.694,Desktop
2023-07-26,8751827,0.051,446343,1.141,509277.363,1.369,697200.71,Desktop
2023-07-27,3331699,0.873,2908573,0.764,2222149.772,0.907,2015489.843,Desktop
2023-07-28,2359757,0.527,1243591,2.095,2605323.145,1.219,3175888.914,Desktop
2023-07-28,7619265,0.732,5577301,1.294,7217027.494,1.436,10363651.481,Desktop
2023-07-29,8204408,0.034,278949,1.868,521076.732,1.253,652909.145,Mobile
2023-07-30,9885444,0.316,3123800,1.085,3389323.0,1.538,5212778.774,Mobile
2023-07-31,1174117,0.329,386284,0.904,349200.736,0.785,274122.578,Desktop
2023-07-31,6765027,0.857,5797628,0.67,3884410.76,1.388,5391562.135,Mobile
2023-08-01,4606359,0.626,2883580,0.102,294125.16,1.198,352361.942,Desktop
2023-08-02,6375115,0.639,4073698,0.196,798444.808,0.77,614802.502,Mobile
2023-08-03,9109559,0.241,2195403,1.592,3495081.576,1.253,4379337.215,Mobile
2023-08-03,1468702,0.588,863596,2.023,1747054.708,1.339,2339306.254,Mobile
2023-08-04,9319942,0.66,6151161,1.873,11521124.553,1.316,15161799.912,Desktop
2023-08-05,8744147,0.932,8149545,1.365,11124128.925,1.49,16574952.098,Desktop
2023-08-06,2277082,0.179,407597,1.664,678241.408,0.864,586000.577,Desktop
2023-08-06,7869134,0.297,2337132,0.501,1170903.132,1.198,1402741.952,Mobile
2023-08-07,5339805,0.639,3412135,0.834,2845720.59,1.002,2851412.031,Desktop
2023-08-08,4986566,0.394,1964707,2.235,4391120.145,1.221,5361557.697,Desktop
2023-08-08,7761585,0.772,5991943,0.218,1306243.574,1.082,1413355.547,Desktop
2023-08-09,4166215,0.652,2716372,2.119,5755992.268,1.52,8749108.247,Desktop
2023-08-10,648487,0.52,337213,1.67,563145.71,1.241,698863.826,Mobile
2023-08-11,731140,0.459,335593,0.391,131216.863,1.05,137777.706,Desktop
2023-08-11,8893073,0.937,8332809,0.369,3074806.521,1.545,4750576.075,Desktop
2023-08-12,6984475,0.108,754323,0.622,469188.906,1.385,649826.635,Desktop
2023-08-13,5132877,0.401,2058283,2.248,4627020.184,1.279,5917958.815,Desktop
2023-08-14,817046,0.796,650368,1.927,1253259.136,1.508,1889914.777,Mobile
2023-08-14,7958434,0.494,3931466,0.612,2406057.192,1.336,3214492.409,Desktop
2023-08-15,3600176,0.01,36001,0.335,12060.335,0.918,11071.388,Desktop
2023-08-16,6031081,0.85,5126418,1.458,7474317.444,1.384,10344455.342,Desktop
2023-08-16,6039595,0.245,1479700,0.69,1020993.0,0.792,808626.456,Mobile
2023-08-17,9274455,0.407,3774703,0.623,2351639.969,1.406,3306405.796,Desktop
2023-08-18,5628358,0.838,4716564,1.692,7980426.288,0.894,7134501.101,Mobile
2023-08-19,2220456,0.015,33306,0.327,10891.062,1.309,14256.4,Mobile
2023-08-19,9980871,0.899,8972803,0.268,2404711.204,1.072,2577850.411,Mobile
2023-08-20,9745678,0.899,8761364,1.586,13895523.304,0.929,12908941.149,Mobile
2023-08-21,9522279,0.482,4589738,1.032,4736609.616,1.272,6024967.432,Desktop
2023-08-22,4720159,0.908,4285904,1.758,7534619.232,1.083,8159992.628,Desktop
2023-08-22,9573083,0.41,3924964,0.338,1326637.832,1.407,1866579.43,Mobile
2023-08-23,5685688,0.066,375255,1.965,737376.075,1.039,766133.742,Desktop
2023-08-24,8185887,0.899,7359112,0.677,4982118.824,1.051,5236206.884,Mobile
2023-08-25,8028635,0.985,7908205,1.071,8469687.555,1.258,10654866.944,Mobile
