Date,Impressions,CTR,Clicks,CPC,Cost,ROI,Revenue,Device,Market
2023-01-03,6775046,0.458,3102971,2.294,7118215.474,1.298,9239443.685,Mobile,SA
2023-01-03,2199331,0.911,2003590,0.788,1578828.92,1.474,2327193.828,Mobile,FI
2023-01-03,4039669,0.94,3797288,0.712,2703669.056,1.342,3628323.873,Mobile,AU
2023-01-04,9891446,0.252,2492644,1.649,4110369.956,1.205,4952995.797,Desktop,PH
2023-01-04,3930260,0.549,2157712,2.114,4561403.168,0.8,3649122.534,Mobile,IL
2023-01-04,8987221,0.021,188731,2.126,401242.106,0.832,333833.432,Desktop,FI
2023-01-04,26706,0.395,10548,2.25,23733.0,0.793,18820.269,Mobile,RU
2023-01-04,9426095,0.054,509009,1.389,707013.501,1.145,809530.459,Mobile,FI
2023-01-04,1771120,0.079,139918,0.73,102140.14,0.785,80180.01,Mobile,FR
2023-01-04,1632965,0.026,42457,0.843,35791.251,1.341,47996.068,Desktop,VN
2023-01-04,9027241,0.402,3628950,1.07,3882976.5,1.395,5416752.218,Mobile,DE
2023-01-04,5797099,0.223,1292753,0.339,438243.267,1.07,468920.296,Mobile,US
2023-01-04,2958176,0.178,526555,2.13,1121562.15,0.959,1075578.102,Mobile,UK
2023-01-04,6627666,0.515,3413247,0.589,2010402.483,0.843,1694769.293,Mobile,PL
2023-01-04,9053641,0.691,6256065,0.716,4479342.54,1.172,5249789.457,Desktop,NO
2023-01-04,6889286,0.782,5387421,1.569,8452863.549,1.499,12670842.46,Mobile,IT
2023-01-05,5371428,0.639,3432342,0.758,2601715.236,1.497,3894767.708,Mobile,IN
2023-01-05,3378752,0.592,2000221,2.34,4680517.14,1.072,5017514.374,Mobile,CN
2023-01-05,4487258,0.756,3392367,0.447,1516388.049,0.921,1396593.393,Mobile,US
2023-01-05,7925875,0.929,7363137,1.816,13371456.792,1.347,18011352.299,Desktop,RU
2023-01-05,2522121,0.963,2428802,0.178,432326.756,1.173,507119.285,Mobile,BE
2023-01-05,5922490,0.172,1018668,0.279,284208.372,0.997,283355.747,Desktop,NZ
2023-01-05,8184082,0.297,2430672,2.305,5602698.96,1.156,6476719.998,Mobile,EG
2023-01-05,832870,0.764,636312,0.774,492505.488,1.35,664882.409,Mobile,VN
2023-01-05,2155069,0.271,584023,1.017,593951.391,1.524,905181.92,Mobile,NL
2023-01-05,8442754,0.503,4246705,1.947,8268334.635,1.238,10236198.278,Desktop,PH
2023-01-05,6284181,0.133,835796,1.592,1330587.232,0.989,1315950.772,Mobile,CH
2023-01-05,6285388,0.815,5122591,2.062,10562782.642,1.295,13678803.521,Mobile,DK
2023-01-05,678066,0.228,154599,0.397,61375.803,0.789,48425.509,Mobile,DK
2023-01-05,3702084,0.799,2957965,0.728,2153398.52,1.189,2560390.84,Desktop,MY
2023-01-06,8411294,0.497,4180413,0.648,2708907.624,0.953,2581588.966,Desktop,CH
2023-01-06,1766619,0.048,84797,0.368,31205.296,0.83,25900.396,Mobile,MY
2023-01-06,534459,0.407,217524,1.198,260593.752,0.788,205347.877,Desktop,TH
2023-01-06,3983376,0.301,1198996,1.433,1718161.268,1.509,2592705.353,Mobile,MY
2023-01-06,7983317,0.633,5053439,1.981,10010862.659,0.915,9159939.333,Desktop,CH
2023-01-06,2773420,0.367,1017845,0.551,560832.595,0.992,556345.934,Desktop,CN
2023-01-06,5507826,0.41,2258208,0.11,248402.88,0.769,191021.815,Desktop,SE
2023-01-06,6466894,0.313,2024137,1.183,2394554.071,1.471,3522389.038,Desktop,ES
2023-01-06,9236221,0.487,4498039,0.823,3701886.097,1.38,5108602.814,Desktop,GR
2023-01-06,2243536,0.975,2187447,0.718,1570586.946,1.24,1947527.813,Desktop,BE
2023-01-06,7333540,0.097,711353,0.763,542762.339,0.983,533535.379,Mobile,AR
2023-01-06,7331359,0.858,6290306,1.447,9102072.782,1.025,9329624.602,Desktop,RU
2023-01-06,5100479,0.962,4906660,0.717,3518075.22,1.479,5203233.25,Mobile,SG
2023-01-06,5508993,0.409,2253178,1.626,3663667.428,1.236,4528292.941,Mobile,CH
2023-01-07,6615954,0.675,4465768,0.988,4412178.784,0.815,3595925.709,Mobile,IN
2023-01-07,5995874,0.976,5851973,0.474,2773835.202,1.448,4016513.372,Desktop,GR
2023-01-07,9047097,0.828,7490996,0.865,6479711.54,0.932,6039091.155,Mobile,AT
2023-01-07,9335667,0.972,9074268,0.118,1070763.624,0.925,990456.352,Mobile,VN
2023-01-07,4493715,0.601,2700722,2.148,5801150.856,0.862,5000592.038,Desktop,CH
2023-01-07,2698314,0.097,261736,0.951,248910.936,1.018,253391.333,Mobile,EG
2023-01-07,4554345,0.575,2618748,2.236,5855520.528,1.339,7840541.987,Desktop,GR
2023-01-07,5791557,0.502,2907361,2.168,6303158.648,0.758,4777794.255,Desktop,NZ
2023-01-07,4617786,0.427,1971794,0.795,1567576.23,1.445,2265147.652,Desktop,BE
2023-01-07,9045897,0.629,5689869,2.109,11999933.721,1.137,13643924.641,Mobile,PT
2023-01-07,5867944,0.345,2024440,0.167,338081.48,0.842,284664.606,Mobile,FR
2023-01-07,5416808,0.885,4793875,1.535,7358598.125,1.15,8462387.844,Desktop,ES
2023-01-07,1177340,0.148,174246,0.538,93744.348,1.153,108087.233,Mobile,FI
2023-01-08,1488858,0.487,725073,0.83,601810.59,0.906,545240.395,Desktop,SG
2023-01-08,9195412,0.037,340230,1.569,533820.87,1.084,578661.823,Desktop,KR
2023-01-08,9836005,0.444,4367186,1.321,5769052.706,1.296,7476692.307,Mobile,ID
2023-01-08,7598387,0.613,4657811,2.348,10936540.228,0.773,8453945.596,Desktop,UK
2023-01-08,8966024,0.609,5460308,2.157,11777884.356,1.086,12790782.411,Mobile,DE
2023-01-08,2636377,0.949,2501921,2.148,5374126.308,1.273,6841262.79,Desktop,SE
2023-01-08,5537771,0.722,3998270,0.775,3098659.25,1.194,3699799.144,Desktop,NL
2023-01-08,3607569,0.095,342719,1.354,464041.526,0.775,359632.183,Desktop,ES
2023-01-08,7867115,0.771,6065545,1.081,6556854.145,0.83,5442188.94,Desktop,DE
2023-01-08,3571198,0.578,2064152,1.902,3926017.104,1.294,5080266.133,Mobile,ES
2023-01-08,7830607,0.529,4142391,1.394,5774493.054,0.763,4405938.2,Mobile,BE
2023-01-08,4325430,0.812,3512249,2.114,7424894.386,0.882,6548756.848,Desktop,SG
2023-01-08,8345317,0.892,7444022,0.625,4652513.75,1.188,5527186.335,Mobile,BR
2023-01-08,8054952,0.747,6017049,0.674,4055491.026,1.374,5572244.67,Mobile,DK
2023-01-09,5014454,0.194,972804,0.849,825910.596,1.152,951449.007,Desktop,MY
2023-01-09,1271617,0.61,775686,2.104,1632043.344,0.863,1408453.406,Desktop,DE
2023-01-09,387054,0.473,183076,1.472,269487.872,0.874,235532.4,Desktop,ZA
2023-01-09,8831333,0.482,4256702,1.916,8155841.032,1.54,12559995.189,Mobile,NZ
2023-01-09,9242872,0.743,6867453,0.749,5143722.297,1.501,7720727.168,Mobile,IL
2023-01-09,6790321,0.986,6695256,0.697,4666593.432,1.528,7130554.764,Desktop,US
2023-01-09,8222241,0.085,698890,1.673,1169242.97,1.35,1578478.01,Desktop,ZA
2023-01-09,6229418,0.993,6185812,1.348,8338474.576,1.225,10214631.356,Desktop,BR
2023-01-09,680164,0.209,142154,2.305,327664.97,1.095,358793.142,Desktop,PT
2023-01-09,2231096,0.026,58008,1.668,96757.344,1.141,110400.13,Mobile,TR
2023-01-09,5441382,0.582,3166884,0.966,3059209.944,1.003,3068387.574,Mobile,CH
2023-01-09,9189291,0.486,4465995,2.306,10298584.47,0.906,9330517.53,Mobile,NL
2023-01-09,8064331,0.545,4395060,0.968,4254418.08,1.383,5883860.205,Desktop,AR
2023-01-09,7018746,0.761,5341265,0.36,1922855.4,1.28,2461254.912,Mobile,ZA
2023-01-10,5909763,0.762,4503239,1.698,7646499.822,1.169,8938758.292,Desktop,NZ
2023-01-10,6760842,0.854,5773759,1.019,5883460.421,0.815,4795020.243,Mobile,FI
2023-01-10,64108,0.364,23335,0.371,8657.285,1.232,10665.775,Desktop,CA
2023-01-10,2786465,0.649,1808415,1.758,3179193.57,1.183,3760985.993,Desktop,UK
2023-01-10,4293950,0.52,2232854,0.5,1116427.0,1.144,1277192.488,Desktop,IL
2023-01-10,2372438,0.733,1738997,1.52,2643275.44,1.308,3457404.276,Mobile,KR
2023-01-10,7206245,0.593,4273303,1.525,6516787.075,1.364,8888897.57,Mobile,TR
2023-01-10,2988149,0.369,1102626,1.211,1335280.086,1.133,1512872.337,Desktop,SE
2023-01-10,1195387,0.059,70527,2.013,141970.851,0.973,138137.638,Desktop,PT
2023-01-10,935674,0.266,248889,1.64,408177.96,0.843,344094.02,Desktop,BR
2023-01-10,7029364,0.299,2101779,2.338,4913959.302,0.777,3818146.378,Desktop,EG
2023-01-10,9203249,0.198,1822243,0.626,1140724.118,1.542,1758996.59,Mobile,DE
2023-01-10,940447,0.594,558625,2.045,1142388.125,1.023,1168663.052,Mobile,NO
2023-01-11,1094752,0.287,314193,0.903,283716.279,0.802,227540.456,Desktop,MX
2023-01-11,3601252,0.52,1872651,1.54,2883882.54,1.466,4227771.804,Mobile,FI
2023-01-11,665258,0.24,159661,0.14,22352.54,0.935,20899.625,Mobile,NL
2023-01-11,3040905,0.111,337540,1.738,586644.52,1.402,822475.617,Mobile,PT
2023-01-11,9899931,0.262,2593781,1.492,3869921.252,1.21,4682604.715,Desktop,NL
2023-01-11,6696147,0.234,1566898,1.338,2096509.524,1.004,2104895.562,Desktop,AE
2023-01-11,8502594,0.256,2176664,1.911,4159604.904,1.198,4983206.675,Desktop,TH
2023-01-11,3117970,0.025,77949,1.952,152156.448,1.24,188673.996,Mobile,SG
2023-01-11,7931650,0.39,3093343,0.172,532054.996,1.392,740620.554,Mobile,PH
2023-01-11,2418673,0.122,295078,0.785,231636.23,1.015,235110.773,Mobile,AE
2023-01-11,4775939,0.074,353419,0.656,231842.864,1.431,331767.138,Mobile,UK
2023-01-11,4893639,0.447,2187456,0.211,461553.216,1.503,693714.484,Mobile,SG
2023-01-11,4765137,0.817,3893116,1.351,5259599.716,0.877,4612668.951,Desktop,DE
2023-01-11,8513490,0.177,1506887,0.371,559055.077,1.157,646826.724,Desktop,SG
2023-01-12,9368288,0.688,6445382,0.741,4776028.062,0.878,4193352.638,Desktop,ZA
2023-01-12,9009631,0.791,7126618,0.822,5858079.996,1.215,7117567.195,Desktop,AU
2023-01-12,8821055,0.81,7145054,0.26,1857714.04,0.826,1534471.797,Mobile,TR
2023-01-12,8202333,0.166,1361587,1.085,1477321.895,0.762,1125719.284,Mobile,BE
2023-01-12,9468351,0.288,2726885,0.719,1960630.315,0.933,1829268.084,Desktop,IL
2023-01-12,8043308,0.655,5268366,2.118,11158399.188,1.436,16023461.234,Mobile,AU
2023-01-12,6186994,0.89,5506424,1.499,8254129.576,0.856,7065534.917,Desktop,UK
2023-01-12,4594464,0.685,3147207,0.191,601116.537,1.454,874023.445,Desktop,ZA
2023-01-12,2679658,0.666,1784652,1.56,2784057.12,1.362,3791885.797,Mobile,AT
2023-01-12,6057261,0.018,109030,0.844,92021.32,1.37,126069.208,Desktop,KR
2023-01-12,91679,0.778,71326,1.065,75962.19,1.216,92370.023,Mobile,AE
2023-01-12,1629566,0.029,47257,0.33,15594.81,0.9,14035.329,Mobile,RU
2023-01-12,7326090,0.588,4307740,1.482,6384070.68,1.271,8114153.834,Mobile,FI
2023-01-12,81810,0.771,63075,1.79,112904.25,1.161,131081.834,Mobile,VN
2023-01-13,9655406,0.2,1931081,1.259,2431230.979,0.882,2144345.723,Desktop,TH
2023-01-13,1779519,0.34,605036,0.426,257745.336,1.285,331202.757,Mobile,SE
2023-01-13,4682434,0.184,861567,0.815,702177.105,1.211,850336.474,Desktop,IL
2023-01-13,1800338,0.803,1445671,1.653,2389694.163,0.947,2263040.372,Desktop,CH
2023-01-13,1436349,0.59,847445,0.675,572025.375,1.01,577745.629,Desktop,GR
2023-01-13,4184464,0.492,2058756,0.37,761739.72,1.073,817346.72,Desktop,DE
2023-01-13,4343726,0.904,3926728,0.715,2807610.52,1.233,3461783.771,Mobile,ES
2023-01-13,4361962,0.004,17447,1.856,32381.632,1.207,39084.63,Mobile,IL
2023-01-13,9099497,0.171,1556013,2.06,3205386.78,1.185,3798383.334,Desktop,VN
2023-01-13,6588301,0.633,4170394,0.305,1271970.17,1.394,1773126.417,Mobile,PT
2023-01-13,8535594,0.914,7801532,1.757,13707291.724,1.327,18189576.118,Desktop,ES
2023-01-13,930889,0.873,812666,2.244,1823622.504,1.446,2636958.141,Mobile,MY
2023-01-13,6882061,0.378,2601419,1.437,3738239.103,0.951,3555065.387,Mobile,FI
2023-01-13,7473055,0.639,4775282,1.772,8461799.704,1.186,10035694.449,Mobile,US
2023-01-14,5753227,0.421,2422108,0.602,1458109.016,0.967,1409991.418,Mobile,US
2023-01-14,727508,0.771,560908,2.168,1216048.544,1.027,1248881.855,Mobile,KR
2023-01-14,7246718,0.166,1202955,1.147,1379789.385,1.396,1926185.981,Desktop,ID
2023-01-14,3779633,0.275,1039399,1.821,1892745.579,0.922,1745111.424,Mobile,PT
2023-01-14,4534996,0.272,1233518,1.133,1397575.894,1.42,1984557.769,Desktop,BR
2023-01-14,2264366,0.273,618171,1.844,1139907.324,1.146,1306333.793,Mobile,EG
2023-01-14,7313591,0.86,6289688,0.298,1874327.024,1.43,2680287.644,Mobile,BR
2023-01-14,9538968,0.777,7411778,0.432,3201888.096,1.488,4764409.487,Desktop,FR
2023-01-14,6664829,0.218,1452932,1.196,1737706.672,1.276,2217313.713,Mobile,MY
2023-01-14,3444713,0.084,289355,0.491,142073.305,0.842,119625.723,Desktop,TR
2023-01-14,6186234,0.111,686671,2.073,1423468.983,1.082,1540193.44,Mobile,AT
2023-01-14,1248368,0.343,428190,0.416,178127.04,1.415,252049.762,Desktop,MX
2023-01-14,8396548,0.601,5046325,0.279,1407924.675,0.921,1296698.626,Mobile,TH
2023-01-15,6755093,0.013,87816,1.289,113194.824,1.082,122476.8,Desktop,SG
2023-01-15,9511729,0.14,1331642,0.753,1002726.426,1.36,1363707.939,Desktop,BE
2023-01-15,4569690,0.16,731150,0.302,220807.3,1.317,290803.214,Mobile,PH
2023-01-15,9018914,0.307,2768806,0.302,836179.412,1.471,1230019.915,Desktop,SG
2023-01-15,9136145,0.489,4467574,0.84,3752762.16,1.103,4139296.662,Desktop,US
2023-01-15,3578282,0.653,2336618,1.501,3507263.618,1.474,5169706.573,Mobile,NO
2023-01-15,5126552,0.473,2424859,1.847,4478714.573,0.983,4402576.425,Mobile,ES
2023-01-15,2634861,0.506,1333239,2.063,2750472.057,1.462,4021190.147,Mobile,AR
2023-01-15,7420328,0.393,2916188,0.863,2516670.244,0.88,2214669.815,Desktop,KR
2023-01-15,7401130,0.835,6179943,1.289,7965946.527,1.224,9750318.549,Desktop,GR
2023-01-15,9463357,0.83,7854586,1.276,10022451.736,1.359,13620511.909,Mobile,TR
2023-01-15,4220316,0.358,1510873,0.219,330881.187,0.999,330550.306,Mobile,GR
2023-01-15,278102,0.281,78146,1.646,128628.316,1.546,198859.377,Mobile,IT
2023-01-15,8997807,0.559,5029774,2.055,10336185.57,1.297,13406032.684,Desktop,ZA
2023-01-16,3079330,0.55,1693631,0.828,1402326.468,1.1,1542559.115,Mobile,NZ
2023-01-16,7194995,0.462,3324087,0.57,1894729.59,0.979,1854940.269,Mobile,AU
2023-01-16,6011648,0.849,5103889,1.684,8594949.076,1.166,10021710.623,Desktop,NO
2023-01-16,9171147,0.388,3558405,1.919,6828579.195,1.437,9812668.303,Desktop,FI
2023-01-16,5698599,0.812,4627262,0.258,1193833.596,1.014,1210547.266,Desktop,MY
2023-01-16,9208777,0.723,6657945,1.881,12523594.545,1.014,12698924.869,Mobile,CN
2023-01-16,6506206,0.86,5595337,2.09,11694254.33,1.525,17833737.853,Mobile,ID
2023-01-16,5190985,0.375,1946619,0.225,437989.275,0.925,405140.079,Mobile,SA
2023-01-16,2906556,0.537,1560820,2.139,3338593.98,1.09,3639067.438,Desktop,KR
2023-01-16,7759966,0.433,3360065,0.378,1270104.57,1.221,1550797.68,Mobile,CA
2023-01-16,4310608,0.626,2698440,0.551,1486840.44,1.447,2151458.117,Mobile,FR
2023-01-16,4009370,0.32,1282998,0.962,1234244.076,0.931,1149081.235,Desktop,BE
2023-01-16,9016263,0.133,1199162,0.148,177475.976,1.448,256985.213,Desktop,MX
2023-01-16,4582213,0.658,3015096,1.828,5511595.488,0.92,5070667.849,Desktop,IN
2023-01-17,9802525,0.428,4195480,0.705,2957813.4,1.098,3247679.113,Desktop,TR
2023-01-17,2410311,0.638,1537778,0.206,316782.268,1.482,469471.321,Desktop,SA
2023-01-17,4480744,0.198,887187,0.818,725718.966,1.051,762730.633,Mobile,FR
2023-01-17,4097692,0.805,3298642,1.202,3964967.684,1.31,5194107.666,Mobile,MX
2023-01-17,6323346,0.654,4135468,2.345,9697672.46,1.535,14885927.226,Mobile,NO
2023-01-17,3901695,0.853,3328145,1.041,3464598.945,1.494,5176110.824,Desktop,US
2023-01-17,9409005,0.926,8712738,2.121,18479717.298,1.324,24467145.703,Mobile,IT
2023-01-17,4386810,0.887,3891100,1.49,5797739.0,1.096,6354321.944,Mobile,DE
2023-01-17,8630762,0.885,7638224,1.995,15238256.88,0.873,13302998.256,Mobile,ID
2023-01-17,7168538,0.613,4394313,1.592,6995746.296,1.203,8415882.794,Mobile,BR
2023-01-17,9517786,0.775,7376284,0.139,1025303.476,1.04,1066315.615,Desktop,ES
2023-01-17,1350859,0.25,337714,0.602,203303.828,1.158,235425.833,Mobile,UK
2023-01-17,7926477,0.342,2710855,1.336,3621702.28,1.503,5443418.527,Mobile,MX
2023-01-18,7615598,0.486,3701180,0.839,3105290.02,1.19,3695295.124,Desktop,AU
2023-01-18,535032,0.166,88815,0.363,32239.845,1.448,46683.296,Desktop,TH
2023-01-18,1236970,0.358,442835,1.311,580556.685,0.989,574170.561,Mobile,ID
2023-01-18,8572039,0.325,2785912,1.378,3838986.736,1.318,5059784.518,Desktop,DK
2023-01-18,3718770,0.27,1004067,1.744,1751092.848,1.22,2136333.275,Desktop,CH
2023-01-18,1876059,0.257,482147,1.789,862560.983,0.822,709025.128,Mobile,SG
2023-01-18,4858075,0.813,3949614,1.046,4131296.244,0.928,3833842.914,Mobile,ES
2023-01-18,2370144,0.952,2256377,1.438,3244670.126,1.068,3465307.695,Desktop,FI
2023-01-18,3727879,0.767,2859283,0.374,1069371.842,1.267,1354894.124,Mobile,AU
2023-01-18,7796685,0.95,7406850,1.338,9910365.3,0.944,9355384.843,Desktop,SG
2023-01-18,2706090,0.36,974192,2.159,2103280.528,1.009,2122210.053,Mobile,GR
2023-01-18,4106326,0.821,3371293,1.767,5957074.731,1.198,7136575.528,Desktop,PT
2023-01-18,6361464,0.338,2150174,0.538,1156793.612,0.859,993685.713,Desktop,ID
2023-01-18,6467085,0.127,821319,2.074,1703415.606,1.179,2008326.999,Mobile,NL
2023-01-19,6917705,0.83,5741695,1.456,8359907.92,0.922,7707835.102,Mobile,SE
2023-01-19,4112555,0.724,2977489,0.951,2831592.039,1.314,3720711.939,Desktop,DE
2023-01-19,7464083,0.914,6822171,1.984,13535187.264,1.548,20952469.885,Mobile,PT
2023-01-19,8356539,0.422,3526459,2.22,7828738.98,1.075,8415894.404,Desktop,ID
2023-01-19,7677665,0.567,4353236,1.442,6277366.312,1.371,8606269.214,Mobile,ZA
2023-01-19,9007294,0.588,5296288,2.309,12229128.992,0.86,10517050.933,Desktop,BR
2023-01-19,3105567,0.961,2984449,1.511,4509502.439,0.905,4081099.707,Mobile,AT
2023-01-19,7565045,0.283,2140907,0.884,1892561.788,1.445,2734751.784,Mobile,FI
2023-01-19,455285,0.228,103804,1.193,123838.172,1.198,148358.13,Desktop,FR
2023-01-19,2386483,0.453,1081076,1.395,1508101.02,1.401,2112849.529,Mobile,CA
2023-01-19,1924225,0.163,313648,2.05,642978.4,1.397,898240.825,Mobile,NL
2023-01-19,1721825,0.605,1041704,0.737,767735.848,1.452,1114752.451,Desktop,GR
2023-01-19,5445214,0.902,4911583,1.445,7097237.435,1.329,9432228.551,Mobile,FR
2023-01-19,5192022,0.81,4205537,1.021,4293853.277,1.402,6019982.294,Mobile,NZ
2023-01-20,5493482,0.769,4224487,0.326,1377182.762,0.83,1143061.692,Mobile,BR
2023-01-20,2766928,0.959,2653483,2.318,6150773.594,1.261,7756125.502,Mobile,SA
2023-01-20,7526958,0.977,7353837,2.296,16884409.752,0.986,16648028.015,Mobile,TH
2023-01-20,1729992,0.276,477477,1.425,680404.725,1.193,811722.837,Mobile,IL
2023-01-20,1651116,0.367,605959,0.769,465982.471,1.298,604845.247,Mobile,DE
2023-01-20,7120383,0.106,754760,2.113,1594807.88,1.334,2127473.712,Mobile,DE
2023-01-20,241903,0.893,216019,0.381,82303.239,1.413,116294.477,Desktop,VN
2023-01-20,7119933,0.368,2620135,1.309,3429756.715,1.201,4119137.815,Desktop,SA
2023-01-20,6655679,0.241,1604018,1.654,2653045.772,1.253,3324266.352,Mobile,AE
2023-01-20,9726694,0.792,7703541,1.397,10761846.777,1.128,12139363.164,Mobile,SG
2023-01-20,114759,0.675,77462,1.81,140206.22,1.118,156750.554,Mobile,IT
2023-01-20,7255804,0.956,6936548,1.21,8393223.08,1.012,8493941.757,Desktop,DK
2023-01-20,7301824,0.177,1292422,1.777,2296633.894,0.825,1894722.963,Desktop,DK
2023-01-21,1589447,0.399,634189,1.926,1221448.014,1.293,1579332.282,Mobile,ID
2023-01-21,6123907,0.461,2823121,2.215,6253213.015,1.361,8510622.913,Mobile,AU
2023-01-21,7132460,0.23,1640465,2.114,3467943.01,1.272,4411223.509,Mobile,PL
2023-01-21,1975499,0.145,286447,1.909,546827.323,1.253,685174.636,Mobile,MY
2023-01-21,2804381,0.597,1674215,1.813,3035351.795,1.1,3338886.974,Mobile,TH
2023-01-21,935471,0.058,54257,1.058,57403.906,1.252,71869.69,Desktop,MX
2023-01-21,4117472,0.84,3458676,2.239,7743975.564,1.374,10640222.425,Mobile,AU
2023-01-21,5768468,0.614,3541839,0.777,2752008.903,1.267,3486795.28,Mobile,GR
2023-01-21,3462181,0.649,2246955,0.652,1465014.66,0.801,1173476.743,Mobile,SA
2023-01-21,1227965,0.279,342602,0.833,285387.466,1.423,406106.364,Desktop,PL
2023-01-21,2588627,0.558,1444453,0.268,387113.404,1.312,507892.786,Desktop,NL
2023-01-21,4525785,0.666,3014172,1.496,4509201.312,1.168,5266747.132,Mobile,AU
2023-01-21,2174874,0.228,495871,0.898,445292.158,1.194,531678.837,Mobile,RU
2023-01-21,9062742,0.197,1785360,1.384,2470938.24,0.958,2367158.834,Desktop,ID
2023-01-22,5036252,0.936,4713931,1.364,6429801.884,1.356,8718811.355,Mobile,BR
2023-01-22,3210712,0.613,1968166,0.401,789234.566,1.073,846848.689,Mobile,SA
2023-01-22,9964944,0.486,4842962,1.009,4886548.658,1.384,6762983.343,Desktop,SA
2023-01-22,185786,0.5,92893,0.355,32977.015,1.508,49729.339,Desktop,BR
2023-01-22,2333135,0.031,72327,1.564,113119.428,1.548,175108.875,Desktop,BR
2023-01-22,4283276,0.235,1006569,1.508,1517906.052,1.021,1549782.079,Desktop,VN
2023-01-22,5193428,0.809,4201483,1.756,7377804.148,1.114,8218873.821,Mobile,NO
2023-01-22,8125876,0.421,3420993,1.25,4276241.25,1.541,6589687.766,Desktop,DK
2023-01-22,9435603,0.205,1934298,1.877,3630677.346,1.29,4683573.776,Desktop,PT
2023-01-22,7951237,0.646,5136499,0.674,3462000.326,1.387,4801794.452,Desktop,UK
2023-01-22,1218426,0.738,899198,1.223,1099719.154,1.354,1489019.735,Mobile,SG
2023-01-22,9818343,0.489,4801169,1.826,8766934.594,1.294,11344413.365,Desktop,MY
2023-01-22,2171126,0.694,1506761,1.19,1793045.59,1.303,2336338.404,Desktop,SG
2023-01-22,5642747,0.039,220067,1.551,341323.917,1.159,395594.42,Desktop,BE
